timestamp,latitude,longitude,temperature,humidity,surface_pressure,wind_speed,elevation,slope_degree,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,hot_days_streak,flood_risk_target,landslide_risk_target,cyclone_risk_target,heatwave_risk_target,drought_risk_target,event_name,data_provenance,event_id,delta_wind_12h,delta_pressure_12h
2017-08-19,29.7604,-95.3698,33.9,54.41,1006.14,20.3,450.0,8.0,0.4,0.8,1.4,2.4,4.0,5.5,13.6,0.268,0,0,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.47,-1.02
2017-08-20,29.7604,-95.3698,33.9,54.34,1006.14,20.3,450.0,8.0,0.02,0.04,0.07,0.12,0.2,5.6,12.9,0.265,0,0,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.47,-1.02
2017-08-21,29.7604,-95.3698,33.9,54.36,1006.14,20.3,450.0,8.0,0.08,0.16,0.28,0.48,0.8,5.0,13.1,0.266,0,0,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.47,-1.02
2017-08-22,29.7604,-95.3698,33.9,54.2,1006.14,20.3,450.0,8.0,0.02,0.04,0.07,0.12,0.2,1.2,11.5,0.258,0,0,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.47,-1.02
2017-08-23,29.7604,-95.3698,33.9,53.86,1006.14,20.3,450.0,8.0,0.14,0.28,0.49,0.84,1.4,2.4,8.1,0.241,0,0,0,3,0,1,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.47,-1.02
2017-08-24,29.7604,-95.3698,33.9,53.9,1006.39,19.6,450.0,8.0,0.05,0.1,0.17,0.3,0.5,2.1,8.5,0.243,0,0,0,3,0,1,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.31,-0.98
2017-08-25,29.7604,-95.3698,32.9,57.65,1001.25,34.3,450.0,8.0,3.39,6.78,11.86,20.34,33.9,35.8,41.0,0.405,0,1,0,3,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,7.55,-1.71
2017-08-26,29.7604,-95.3698,32.9,65.76,1000.26,37.1,450.0,8.0,8.51,17.02,29.78,51.06,85.1,119.5,122.1,0.81,0,2,1,3,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,8.16,-1.86
2017-08-27,29.7604,-95.3698,32.9,80.04,1000.26,37.1,450.0,8.0,14.3,28.6,50.05,85.8,143.0,262.0,264.9,0.95,0,2,1,3,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,8.16,-1.86
2017-08-28,29.7604,-95.3698,32.0,86.71,999.32,39.8,450.0,8.0,6.3,12.6,22.05,37.8,63.0,291.1,327.1,0.95,0,2,1,3,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,8.76,-1.99
2017-08-29,29.7604,-95.3698,31.8,98.0,995.01,52.1,450.0,8.0,20.39,40.78,71.36,122.34,203.9,409.9,530.8,0.95,0,2,1,3,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-08-29,24.5551,-81.78,30.0,60.11,1003.13,28.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,2.6,51.1,0.456,0,1,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.36,-1.45
2017-08-30,29.7604,-95.3698,31.7,98.0,995.01,52.1,450.0,8.0,1.78,3.56,6.23,10.68,17.8,284.7,547.2,0.95,0,2,1,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-08-30,24.5551,-81.78,30.0,59.87,1003.13,28.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,48.7,0.444,0,1,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.36,-1.45
2017-08-31,24.5551,-81.78,30.2,58.4,1003.13,28.9,450.0,8.0,0.23,0.46,0.8,1.38,2.3,2.3,35.0,0.375,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.36,-1.45
2017-08-31,29.7604,-95.3698,31.7,98.0,995.01,52.1,450.0,8.0,0.01,0.02,0.03,0.06,0.1,221.8,546.8,0.95,0,2,1,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-01,29.7604,-95.3698,30.5,98.0,995.01,52.1,450.0,8.0,0.04,0.08,0.14,0.24,0.4,18.3,513.3,0.95,0,2,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-01,24.5551,-81.78,30.2,56.7,1003.13,28.9,450.0,8.0,0.26,0.52,0.91,1.56,2.6,4.9,18.0,0.29,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.36,-1.45
2017-09-02,29.7604,-95.3698,30.5,97.66,995.01,52.1,450.0,8.0,0.09,0.18,0.32,0.54,0.9,1.4,429.1,0.95,0,2,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-02,24.5551,-81.78,30.2,57.61,1005.79,21.3,450.0,8.0,1.96,3.92,6.86,11.76,19.6,24.5,27.1,0.336,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,4.69,-1.07
2017-09-03,29.7604,-95.3698,30.5,83.36,995.01,52.1,450.0,8.0,0.0,0.0,0.0,0.0,0.0,1.3,286.1,0.95,0,2,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-03,24.5551,-81.78,30.2,57.72,1003.17,28.8,450.0,8.0,0.36,0.72,1.26,2.16,3.6,25.8,28.2,0.341,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.34,-1.44
2017-09-04,29.7604,-95.3698,30.5,77.13,995.01,52.1,450.0,8.0,0.07,0.14,0.24,0.42,0.7,1.6,223.8,0.95,0,2,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-04,24.5551,-81.78,30.2,57.78,1003.17,28.8,450.0,8.0,0.07,0.14,0.24,0.42,0.7,23.9,28.8,0.344,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.34,-1.44
2017-09-05,29.7604,-95.3698,30.7,56.66,995.01,52.1,450.0,8.0,0.02,0.04,0.07,0.12,0.2,0.9,20.1,0.3,0,0,0,1,0,0,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,11.46,-2.61
2017-09-05,24.5551,-81.78,30.2,58.25,1003.17,28.8,450.0,8.0,0.47,0.94,1.65,2.82,4.7,9.0,33.5,0.368,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.34,-1.44
2017-09-06,24.5551,-81.78,30.2,58.69,1003.17,28.8,450.0,8.0,0.44,0.88,1.54,2.64,4.4,9.8,37.9,0.39,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.34,-1.44
2017-09-06,29.7604,-95.3698,30.7,55.04,1000.68,35.9,450.0,8.0,0.16,0.32,0.56,0.96,1.6,2.5,3.9,0.22,0,0,0,1,0,1,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,7.9,-1.8
2017-09-07,29.7604,-95.3698,30.7,55.03,1005.59,21.9,450.0,8.0,0.0,0.0,0.0,0.0,0.0,1.8,3.8,0.219,0,0,0,1,0,1,Hurricane Harvey - Houston Texas,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),22,4.82,-1.09
2017-09-07,24.5551,-81.78,30.2,58.76,1003.17,28.8,450.0,8.0,0.3,0.6,1.05,1.8,3.0,12.1,38.6,0.393,0,0,0,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,6.34,-1.44
2017-09-08,18.2208,-66.5901,28.7,64.35,1001.11,34.7,450.0,8.0,0.49,0.98,1.72,2.94,4.9,69.6,87.0,0.635,0,1,1,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-08,24.5551,-81.78,30.0,58.74,1001.84,32.6,450.0,8.0,0.14,0.28,0.49,0.84,1.4,8.8,37.4,0.387,0,0,0,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,7.17,-1.63
2017-09-09,18.2208,-66.5901,28.7,65.04,1001.11,34.7,450.0,8.0,0.91,1.82,3.18,5.46,9.1,35.6,93.9,0.669,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-09,24.5551,-81.78,30.0,58.25,984.65,81.7,450.0,8.0,1.47,2.94,5.14,8.82,14.7,19.1,32.5,0.363,0,0,0,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,17.97,-4.09
2017-09-10,18.2208,-66.5901,28.7,64.46,1001.11,34.7,450.0,8.0,0.02,0.04,0.07,0.12,0.2,14.2,88.1,0.641,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-10,24.5551,-81.78,30.3,75.37,970.55,122.0,450.0,8.0,17.63,35.26,61.7,105.78,176.3,192.4,205.2,0.95,0,2,1,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-11,18.2208,-66.5901,28.2,64.72,1001.11,34.7,450.0,8.0,0.78,1.56,2.73,4.68,7.8,17.1,88.2,0.641,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-11,24.5551,-81.78,30.3,75.83,970.55,122.0,450.0,8.0,0.53,1.06,1.85,3.18,5.3,196.3,209.8,0.95,0,2,1,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-12,18.2208,-66.5901,29.3,64.02,1001.11,34.7,450.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,86.7,0.633,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-12,24.5551,-81.78,30.3,75.42,970.55,122.0,450.0,8.0,0.06,0.12,0.21,0.36,0.6,182.2,205.7,0.95,0,2,1,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-13,24.5551,-81.78,30.3,75.54,970.55,122.0,450.0,8.0,0.56,1.12,1.96,3.36,5.6,11.5,206.9,0.95,0,2,0,3,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-13,18.2208,-66.5901,29.3,59.82,1001.11,34.7,450.0,8.0,0.11,0.22,0.39,0.66,1.1,8.9,44.7,0.423,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,7.63,-1.73
2017-09-14,24.5551,-81.78,30.3,75.43,970.55,122.0,450.0,8.0,0.19,0.38,0.66,1.14,1.9,8.1,205.8,0.95,0,2,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-14,18.2208,-66.5901,29.3,58.38,1002.64,30.3,450.0,8.0,0.72,1.44,2.52,4.32,7.2,8.3,30.3,0.352,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,6.67,-1.52
2017-09-15,24.5551,-81.78,30.3,75.92,970.55,122.0,450.0,8.0,0.63,1.26,2.2,3.78,6.3,13.8,210.7,0.95,0,2,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-15,18.2208,-66.5901,29.3,58.12,1005.76,21.4,450.0,8.0,0.23,0.46,0.8,1.38,2.3,10.6,27.7,0.339,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.71,-1.07
2017-09-16,24.5551,-81.78,30.3,74.6,970.55,122.0,450.0,8.0,0.15,0.3,0.52,0.9,1.5,9.7,197.5,0.95,0,2,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-16,18.2208,-66.5901,29.3,57.3,1005.76,21.4,450.0,8.0,0.09,0.18,0.32,0.54,0.9,10.4,19.5,0.297,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.71,-1.07
2017-09-17,18.2208,-66.5901,29.3,57.4,1005.76,21.4,450.0,8.0,0.12,0.24,0.42,0.72,1.2,4.4,20.5,0.302,0,0,0,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.71,-1.07
2017-09-17,24.5551,-81.78,30.3,56.97,970.55,122.0,450.0,8.0,0.0,0.0,0.0,0.0,0.0,7.8,21.2,0.306,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,26.84,-6.1
2017-09-18,24.5551,-81.78,29.2,57.0,990.71,64.4,450.0,8.0,0.01,0.02,0.03,0.06,0.1,1.6,16.0,0.28,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,14.17,-3.22
2017-09-18,18.2208,-66.5901,29.3,56.73,1005.76,21.4,450.0,8.0,0.11,0.22,0.39,0.66,1.1,3.2,13.8,0.269,0,0,0,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.71,-1.07
2017-09-19,18.2208,-66.5901,29.3,57.37,1005.76,21.4,450.0,8.0,0.64,1.28,2.24,3.84,6.4,8.7,20.2,0.301,0,0,0,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.71,-1.07
2017-09-19,24.5551,-81.78,29.2,56.95,1005.3,22.7,450.0,8.0,0.01,0.02,0.03,0.06,0.1,0.2,15.5,0.278,0,0,0,1,0,0,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,4.99,-1.14
2017-09-20,24.5551,-81.78,29.2,56.4,1005.3,22.7,450.0,8.0,0.01,0.02,0.03,0.06,0.1,0.3,10.0,0.25,0,0,0,1,0,1,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,4.99,-1.14
2017-09-20,18.2208,-66.5901,29.3,79.82,984.41,82.4,450.0,8.0,22.56,45.12,78.96,135.36,225.6,233.1,244.7,0.95,0,2,1,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-21,18.2208,-66.5901,29.3,83.55,984.41,82.4,450.0,8.0,4.45,8.9,15.57,26.7,44.5,276.5,282.0,0.95,0,2,1,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-21,24.5551,-81.78,29.2,56.25,1005.3,22.7,450.0,8.0,0.04,0.08,0.14,0.24,0.4,0.6,8.5,0.243,0,0,0,1,0,1,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,4.99,-1.14
2017-09-22,18.2208,-66.5901,29.3,84.2,984.41,82.4,450.0,8.0,0.88,1.76,3.08,5.28,8.8,278.9,288.5,0.95,0,2,1,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-22,24.5551,-81.78,29.2,55.72,1005.3,22.7,450.0,8.0,0.1,0.2,0.35,0.6,1.0,1.5,3.2,0.216,0,0,0,1,0,1,Hurricane Irma - Florida Keys,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),25,4.99,-1.14
2017-09-23,18.2208,-66.5901,29.3,84.13,984.41,82.4,450.0,8.0,0.02,0.04,0.07,0.12,0.2,53.5,287.8,0.95,0,2,1,3,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-24,18.2208,-66.5901,29.3,84.14,984.41,82.4,450.0,8.0,0.13,0.26,0.45,0.78,1.3,10.3,287.9,0.95,0,2,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-25,18.2208,-66.5901,29.3,84.13,984.41,82.4,450.0,8.0,0.1,0.2,0.35,0.6,1.0,2.5,287.8,0.95,0,2,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-26,18.2208,-66.5901,28.1,84.25,984.41,82.4,450.0,8.0,0.16,0.32,0.56,0.96,1.6,3.9,283.0,0.95,0,2,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-27,18.2208,-66.5901,28.5,61.91,984.41,82.4,450.0,8.0,0.42,0.84,1.47,2.52,4.2,6.8,61.6,0.508,0,1,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,18.13,-4.12
2017-09-28,18.2208,-66.5901,28.5,57.55,999.08,40.5,450.0,8.0,0.09,0.18,0.32,0.54,0.9,6.7,18.0,0.29,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,8.91,-2.02
2017-09-29,18.2208,-66.5901,28.5,56.77,1005.3,22.7,450.0,8.0,0.1,0.2,0.35,0.6,1.0,6.1,10.2,0.251,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.99,-1.14
2017-09-30,18.2208,-66.5901,28.5,56.86,1006.25,20.0,450.0,8.0,0.11,0.22,0.39,0.66,1.1,3.0,11.1,0.256,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,4.4,-1.0
2017-10-01,18.2208,-66.5901,28.5,57.22,1006.99,17.9,450.0,8.0,0.49,0.98,1.72,2.94,4.9,7.0,14.7,0.274,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,3.94,-0.89
2017-10-02,18.2208,-66.5901,28.5,57.56,1007.83,15.5,450.0,8.0,0.44,0.88,1.54,2.64,4.4,10.4,18.1,0.291,0,0,0,1,0,0,Hurricane Maria - Puerto Rico,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),27,3.41,-0.77
2018-08-04,9.9312,76.2673,28.1,61.91,1005.02,23.5,450.0,8.0,0.4,0.8,1.4,2.4,4.0,15.4,59.6,0.498,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.17,-1.18
2018-08-05,9.9312,76.2673,28.3,61.58,1005.13,23.2,450.0,8.0,0.49,0.98,1.72,2.94,4.9,12.9,57.3,0.486,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-06,9.9312,76.2673,28.3,60.1,1005.13,23.2,450.0,8.0,0.53,1.06,1.85,3.18,5.3,14.2,42.5,0.412,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-07,9.9312,76.2673,28.3,61.12,1005.13,23.2,450.0,8.0,2.09,4.18,7.31,12.54,20.9,31.1,52.7,0.464,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-08,9.9312,76.2673,28.3,64.17,1005.13,23.2,450.0,8.0,3.67,7.34,12.85,22.02,36.7,62.9,83.2,0.616,0,1,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-09,9.9312,76.2673,28.3,64.76,1005.13,23.2,450.0,8.0,1.33,2.66,4.66,7.98,13.3,70.9,89.1,0.645,0,1,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-10,9.9312,76.2673,28.3,65.49,1005.13,23.2,450.0,8.0,1.13,2.26,3.96,6.78,11.3,61.3,96.4,0.682,0,1,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-11,9.9312,76.2673,28.3,66.09,1005.13,23.2,450.0,8.0,1.0,2.0,3.5,6.0,10.0,34.6,102.4,0.712,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-12,9.9312,76.2673,28.3,68.31,1005.13,23.2,450.0,8.0,2.71,5.42,9.48,16.26,27.1,48.4,124.6,0.823,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-13,9.9312,76.2673,27.8,70.43,1005.27,22.8,450.0,8.0,2.4,4.8,8.4,14.4,24.0,61.1,143.3,0.917,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.02,-1.14
2018-08-14,9.9312,76.2673,27.5,74.2,1003.62,27.5,450.0,8.0,5.71,11.42,19.98,34.26,57.1,108.2,179.5,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,6.05,-1.38
2018-08-15,9.9312,76.2673,27.5,80.78,1002.05,32.0,450.0,8.0,10.25,20.5,35.88,61.5,102.5,183.6,245.3,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-16,9.9312,76.2673,27.5,84.34,1002.05,32.0,450.0,8.0,4.89,9.78,17.11,29.34,48.9,208.5,280.9,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-17,9.9312,76.2673,27.5,85.34,1002.05,32.0,450.0,8.0,2.13,4.26,7.46,12.78,21.3,172.7,290.9,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-18,9.9312,76.2673,27.5,86.29,1002.05,32.0,450.0,8.0,1.95,3.9,6.82,11.7,19.5,89.7,300.4,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-19,9.9312,76.2673,27.5,85.07,1002.05,32.0,450.0,8.0,1.49,2.98,5.21,8.94,14.9,55.7,288.2,0.95,0,3,1,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-20,9.9312,76.2673,27.5,83.12,1002.05,32.0,450.0,8.0,0.45,0.9,1.57,2.7,4.5,38.9,268.7,0.95,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-21,9.9312,76.2673,26.9,78.1,1002.05,32.0,450.0,8.0,0.39,0.78,1.36,2.34,3.9,23.3,215.5,0.95,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-22,9.9312,76.2673,27.9,67.51,1002.05,32.0,450.0,8.0,0.16,0.32,0.56,0.96,1.6,10.0,114.6,0.773,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,7.04,-1.6
2018-08-23,9.9312,76.2673,27.9,62.75,1003.94,26.6,450.0,8.0,0.13,0.26,0.45,0.78,1.3,6.8,67.0,0.535,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.85,-1.33
2018-08-24,9.9312,76.2673,27.9,60.68,1004.33,25.5,450.0,8.0,0.06,0.12,0.21,0.36,0.6,3.5,46.3,0.431,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.61,-1.27
2018-08-25,9.9312,76.2673,27.9,58.87,1004.78,24.2,450.0,8.0,0.14,0.28,0.49,0.84,1.4,3.3,28.2,0.341,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.32,-1.21
2018-08-26,9.9312,76.2673,27.9,57.86,1005.1,23.3,450.0,8.0,0.48,0.96,1.68,2.88,4.8,6.8,18.1,0.291,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.13,-1.16
2018-08-27,9.9312,76.2673,27.9,57.92,1005.13,23.2,450.0,8.0,0.51,1.02,1.78,3.06,5.1,11.3,18.7,0.293,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,5.1,-1.16
2018-08-28,9.9312,76.2673,27.9,58.09,1006.04,20.6,450.0,8.0,0.56,1.12,1.96,3.36,5.6,15.5,20.4,0.302,0,1,0,0,0,0,Kerala Great Flood 2018,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),31,4.53,-1.03
2018-11-04,10.7905,79.8428,30.9,63.9,1003.94,26.6,450.0,8.0,0.2,0.4,0.7,1.2,2.0,23.9,93.5,0.667,0,1,0,0,0,0,Cyclone Gaja - Tamil Nadu,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),9,5.85,-1.33
2018-11-05,10.7905,79.8428,30.9,64.0,1004.47,25.1,450.0,8.0,0.1,0.2,0.35,0.6,1.0,10.8,94.5,0.672,0,1,0,0,0,0,Cyclone Gaja - Tamil Nadu,Copernicus ERA5 Reanalysis (Open-Meteo Archive API),9,5.52,-1.25
