timestamp,temperature,humidity,surface_pressure,wind_speed,elevation,slope_degree,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3d,rainfall_7d,soil_moisture,hot_days_streak,flood_risk_target,landslide_risk_target,cyclone_risk_target,heatwave_risk_target,drought_risk_target
2019-02-03,28.55,37.3,956.79,35.2,1764.6,23.5,1.13,1.51,2.52,4.15,6.56,14.44,27.15,0.082,0,0,0,1,0,2
2019-02-03,10.18,61.27,982.44,54.86,460.9,13.3,9.52,15.54,21.57,31.58,39.44,56.67,68.95,0.664,0,1,1,1,0,1
2019-02-04,28.37,88.32,1022.01,82.57,621.4,42.0,8.43,15.24,29.12,46.91,70.45,143.74,178.85,0.95,0,2,3,1,0,0
2019-02-04,22.16,53.91,981.13,32.01,2161.4,2.9,5.6,7.82,9.56,13.5,15.33,28.77,41.81,0.327,0,0,0,1,0,1
2019-02-05,16.91,43.41,952.18,146.08,84.0,16.0,6.6,10.41,20.42,33.73,46.82,58.16,113.66,0.806,0,2,1,3,0,0
2019-02-05,7.88,57.91,1010.03,132.81,881.6,4.6,0.48,0.93,1.92,3.52,4.81,11.22,19.44,0.34,0,0,0,1,0,1
2019-02-06,46.33,42.11,1014.75,150.67,172.4,9.9,1.64,3.41,6.79,13.21,15.65,33.62,57.02,0.127,7,1,0,2,3,3
2019-02-06,25.4,59.14,963.92,157.55,495.0,25.9,6.32,14.7,31.35,45.61,68.8,134.58,240.66,0.95,0,2,3,3,0,0
2019-02-06,39.64,97.36,1019.45,46.69,2287.7,30.8,4.76,10.22,13.98,27.0,34.33,72.28,100.05,0.757,5,1,2,0,2,1
2019-02-06,10.48,67.25,956.07,119.86,1289.1,18.4,1.42,2.47,3.38,6.5,10.8,17.01,20.86,0.371,0,0,0,2,0,1
2019-02-07,43.19,31.19,966.22,133.05,2091.9,36.2,0.88,1.96,3.65,6.39,10.42,14.55,23.82,0.05,1,0,1,2,1,3
2019-02-07,43.88,44.78,992.34,104.36,2458.0,29.6,7.61,12.19,19.1,32.6,51.45,72.62,113.62,0.543,2,1,2,2,2,1
2019-02-07,18.89,43.06,1026.28,116.38,1329.9,49.9,0.76,1.34,2.16,2.58,4.31,6.05,12.89,0.112,0,0,1,1,0,2
2019-02-09,7.49,32.69,954.45,75.5,1357.0,28.8,11.01,15.82,26.73,41.03,59.04,143.18,236.3,0.95,0,2,3,2,0,0
2019-02-09,27.68,43.62,982.05,49.65,556.5,18.1,2.93,4.49,8.02,9.38,10.91,27.03,53.71,0.299,0,0,0,1,0,1
2019-02-10,37.47,77.94,1019.32,109.07,2085.1,7.9,0.44,0.94,2.04,3.19,4.01,5.51,9.15,0.076,9,0,0,1,3,3
2019-02-10,33.46,66.16,1021.68,66.71,1193.4,4.9,7.16,17.78,24.28,33.74,54.61,135.73,164.22,0.95,0,2,2,1,0,0
2019-02-10,5.95,56.66,990.0,138.46,1448.8,49.4,6.36,8.52,13.91,19.26,26.95,34.89,71.96,0.704,0,1,2,2,0,0
2019-02-11,46.89,72.24,1020.51,64.79,1227.8,31.5,0.38,0.77,0.96,1.76,2.29,5.57,9.85,0.05,3,0,0,0,3,3
2019-02-11,40.3,27.45,945.8,81.08,2150.8,27.3,1.24,1.61,1.99,2.45,4.11,9.79,16.26,0.05,1,0,0,2,1,3
2019-02-11,26.17,98.02,975.16,153.74,1714.4,34.1,3.9,9.2,13.47,16.69,26.94,32.36,60.4,0.631,0,1,1,3,0,1
2019-02-12,9.28,23.45,1025.83,150.48,2421.0,30.2,4.59,5.93,7.91,13.57,19.01,43.24,88.61,0.615,0,1,1,2,0,0
2019-02-12,20.98,48.39,967.66,82.61,1181.4,13.1,1.52,2.01,3.0,4.79,7.2,12.01,15.27,0.134,0,0,0,2,0,2
2019-02-13,24.62,94.69,992.06,121.3,2128.4,42.5,9.17,12.79,18.2,34.97,62.38,123.26,177.59,0.95,0,2,3,2,0,0
2019-02-14,27.42,53.31,964.24,26.29,1168.2,36.6,0.29,0.54,0.94,1.13,1.83,3.16,5.71,0.05,0,0,1,1,0,2
2019-02-14,16.9,27.74,1018.54,51.66,819.5,37.1,0.01,0.02,0.04,0.07,0.11,0.13,0.26,0.05,0,0,1,0,0,2
2019-02-15,9.72,56.23,988.55,159.49,1965.1,29.4,1.5,3.09,6.09,7.07,11.36,27.26,53.11,0.538,0,0,1,2,0,1
2019-02-15,36.71,21.07,941.05,11.48,1244.0,21.9,1.02,1.24,1.59,2.59,4.64,7.16,14.13,0.05,3,0,0,1,1,3
2019-02-15,18.95,57.82,1017.55,87.67,1319.3,3.9,7.26,15.59,21.02,27.51,38.24,72.33,102.8,0.785,0,1,1,1,0,0
2019-02-15,31.09,51.79,944.75,67.57,2479.4,23.6,0.64,0.8,1.66,2.56,3.12,7.35,14.65,0.05,0,0,0,2,0,2
2019-02-15,16.23,74.66,1006.44,83.29,290.3,24.1,4.78,7.86,9.58,18.48,29.31,60.41,98.26,0.866,0,1,2,1,0,0
2019-02-15,21.21,24.6,1025.69,87.92,1652.7,34.3,0.03,0.07,0.09,0.15,0.17,0.35,0.69,0.05,0,0,0,1,0,2
2019-02-15,18.99,75.43,1012.77,134.09,2353.5,8.5,8.44,15.16,20.43,31.24,44.19,72.15,155.12,0.95,0,1,1,2,0,0
2019-02-16,15.19,39.12,964.25,97.5,817.0,11.8,0.38,0.82,1.04,1.27,1.88,2.28,3.26,0.066,0,0,0,2,0,2
2019-02-16,11.71,49.12,979.15,145.52,928.9,13.8,0.42,0.74,1.15,1.85,2.64,5.87,9.29,0.19,0,0,0,2,0,2
2019-02-17,35.5,64.85,946.45,3.05,213.1,29.5,9.69,13.54,22.54,40.61,65.0,135.18,182.26,0.95,7,2,3,1,2,0
2019-02-17,31.84,28.05,1029.65,159.98,318.1,30.5,2.89,6.58,12.39,23.64,28.96,46.91,61.78,0.234,0,1,1,2,0,2
2019-02-17,33.88,82.24,943.9,36.99,1610.8,9.9,5.64,12.42,26.58,50.28,83.62,176.21,253.48,0.95,0,3,2,2,1,0
2019-02-18,45.25,32.79,1021.96,156.81,2434.8,0.1,0.02,0.05,0.08,0.13,0.22,0.53,0.75,0.05,9,0,0,2,3,3
2019-02-18,21.65,94.81,993.94,2.44,496.9,22.4,0.99,1.21,2.0,3.17,4.5,7.08,14.04,0.351,0,0,0,0,0,2
2019-02-18,14.16,39.12,962.38,103.02,2184.4,5.2,0.55,0.7,0.93,1.03,1.31,2.55,4.84,0.086,0,0,0,2,0,2
2019-02-18,12.39,19.41,942.37,139.22,919.8,29.5,2.32,3.07,5.42,6.53,7.93,16.86,28.52,0.163,0,0,1,3,0,2
2019-02-19,26.89,95.04,985.85,25.55,1605.5,39.4,3.36,5.84,12.3,17.58,23.64,54.66,93.71,0.831,0,1,2,1,0,0
2019-02-19,25.97,56.23,971.83,124.22,1168.5,10.4,5.39,12.65,27.57,30.79,41.66,92.57,170.27,0.95,0,2,2,2,0,0
2019-02-20,36.26,61.91,953.38,148.57,1697.1,37.6,10.38,19.64,31.62,51.2,59.93,81.39,157.58,0.95,5,2,2,3,2,0
2019-02-20,47.25,92.57,945.12,64.29,1471.7,14.7,0.48,0.86,1.7,1.93,2.98,3.77,6.33,0.05,1,0,0,2,3,3
2019-02-20,14.72,66.58,985.59,104.45,982.4,19.2,2.27,3.8,4.76,5.25,6.74,13.64,21.92,0.332,0,0,0,2,0,1
2019-02-20,11.99,82.69,1028.42,123.18,314.1,7.5,0.57,1.11,1.92,3.53,5.56,7.74,15.71,0.398,0,0,0,1,0,1
2019-02-20,34.76,20.18,950.21,1.8,1182.3,41.1,9.48,21.03,41.77,82.3,135.08,324.65,615.08,0.95,0,3,3,1,0,0
2019-02-21,14.92,42.11,1021.61,92.34,1140.7,41.9,2.7,6.54,11.29,19.57,30.95,40.53,51.63,0.406,0,0,1,1,0,1
2019-02-21,5.44,68.2,972.75,84.84,129.7,16.4,0.31,0.48,0.63,1.11,1.98,2.95,5.18,0.321,0,0,0,1,0,2
2019-02-21,21.11,68.34,998.89,103.31,1713.8,31.9,7.45,18.11,34.18,37.83,61.24,107.66,180.6,0.95,0,2,2,2,0,0
2019-02-22,17.34,31.76,1002.35,126.74,63.1,36.6,0.32,0.56,0.81,1.35,2.03,3.26,4.66,0.05,0,0,1,1,0,2
2019-02-22,37.6,32.03,1021.81,4.63,1456.1,22.7,1.08,1.33,2.56,3.51,5.33,11.96,23.15,0.05,8,0,0,0,2,3
2019-02-23,27.9,91.62,1004.97,100.39,462.9,44.0,6.54,10.68,22.29,24.59,35.16,84.5,169.47,0.95,0,1,2,1,0,0
2019-02-24,45.54,44.73,988.73,53.58,1531.7,37.0,1.79,2.66,5.7,10.78,16.58,31.79,53.36,0.124,6,0,1,1,3,3
2019-02-24,42.28,82.28,961.37,54.53,1964.4,31.3,0.71,1.14,2.0,3.38,5.41,7.29,14.33,0.084,3,0,0,1,2,3
2019-02-25,44.11,16.01,1014.53,82.79,1955.0,18.7,1.25,3.0,5.82,7.97,13.66,23.48,33.2,0.05,9,0,0,1,3,3
2019-02-25,17.59,18.56,982.19,108.56,692.2,34.3,2.33,3.4,7.2,9.53,14.46,28.88,52.7,0.268,0,0,1,2,0,1
2019-02-25,28.7,37.49,1002.54,9.42,593.1,21.9,0.85,1.3,2.17,4.31,5.2,6.48,10.17,0.05,0,0,0,0,0,2
2019-02-26,25.65,74.64,957.03,25.97,354.3,48.8,4.87,9.48,11.73,20.96,26.64,35.89,51.4,0.459,0,1,2,1,0,1
2019-02-26,15.47,80.83,963.16,35.24,975.3,23.2,2.14,3.78,5.92,11.15,12.42,18.01,35.43,0.486,0,0,1,1,0,1
2019-02-26,21.93,85.29,1002.52,79.95,1042.1,13.8,1.48,2.0,3.85,6.32,11.32,20.9,34.51,0.437,0,0,0,1,0,1
2019-02-26,20.49,96.25,962.68,47.0,1784.6,33.4,0.91,2.16,3.06,5.15,8.6,18.27,31.37,0.485,0,0,1,1,0,1
2019-02-26,13.02,23.68,968.91,156.03,919.0,12.6,6.09,9.34,19.86,27.73,32.49,70.91,137.59,0.905,0,1,1,3,0,0
2019-02-27,15.57,36.62,1001.17,62.09,1934.4,4.9,1.05,1.71,2.55,3.2,5.5,7.5,10.5,0.097,0,0,0,1,0,2
2019-02-28,41.24,11.35,1009.99,69.98,1900.7,12.0,6.49,13.37,16.42,18.21,32.19,75.39,133.7,0.536,5,1,1,1,2,1
2019-02-28,25.36,68.07,969.12,74.91,717.8,44.5,1.54,3.68,6.34,12.35,22.02,45.71,63.74,0.512,0,0,2,1,0,1
2019-02-28,12.14,94.03,950.26,11.31,144.3,5.1,0.51,1.17,2.4,4.11,5.43,9.74,18.06,0.469,0,1,0,1,0,1
2019-02-28,46.56,27.27,966.27,106.1,713.8,24.3,1.49,2.83,4.39,7.59,12.78,28.74,46.69,0.05,2,0,0,2,2,3
2019-02-28,47.29,70.82,980.65,141.89,591.5,30.8,0.91,1.65,2.9,5.4,9.36,19.51,34.4,0.11,2,0,1,2,2,3
2019-03-01,40.31,39.54,972.32,134.98,2451.3,24.6,0.27,0.61,1.34,2.47,3.5,6.3,8.49,0.05,9,0,0,2,3,3
2019-03-01,8.09,88.62,1028.43,55.23,1736.2,38.2,0.63,1.48,2.64,3.64,5.82,14.49,24.38,0.525,0,0,1,0,0,1
2019-03-01,38.76,73.79,1013.28,148.31,2243.6,8.6,0.92,1.34,1.64,1.97,3.55,6.42,11.33,0.057,4,0,0,2,2,3
2019-03-02,21.22,92.39,987.15,116.94,1352.6,6.0,0.84,1.41,2.93,4.31,6.41,15.84,20.5,0.386,0,0,0,2,0,1
2019-03-02,32.31,34.63,954.03,120.17,2371.5,17.8,3.79,6.95,9.97,15.72,24.75,58.46,78.63,0.374,0,0,1,2,0,1
2019-03-02,7.94,13.5,957.35,19.87,380.9,18.9,4.03,5.76,7.63,13.9,21.79,44.0,63.72,0.413,0,1,1,1,0,1
2019-03-02,20.26,92.37,993.67,35.26,228.1,39.8,3.33,5.84,9.62,15.18,20.85,36.4,49.74,0.591,0,1,1,1,0,1
2019-03-03,12.17,21.44,988.73,58.06,119.1,1.5,4.72,10.85,18.31,20.91,31.44,51.5,90.36,0.588,0,1,1,1,0,0
2019-03-04,26.42,61.61,1026.48,45.82,1057.9,5.8,3.72,8.02,11.17,13.72,17.62,29.18,48.78,0.369,0,0,0,0,0,1
2019-03-04,19.96,44.65,994.61,98.18,152.6,10.9,0.89,2.05,4.4,6.99,8.19,13.32,19.53,0.154,0,0,0,1,0,2
2019-03-05,42.55,51.15,981.96,122.44,1816.3,26.3,0.99,1.71,2.84,4.03,4.85,11.29,14.35,0.05,8,0,0,2,3,3
2019-03-05,43.32,97.2,969.73,69.33,437.9,6.6,2.93,4.42,7.9,10.93,12.5,15.5,33.16,0.274,5,0,0,1,3,3
2019-03-05,29.06,37.3,1010.11,29.84,733.3,11.0,0.32,0.67,0.97,1.81,2.82,3.86,5.18,0.05,0,0,0,0,0,2
2019-03-05,33.78,10.96,983.2,131.86,2422.4,30.6,2.83,3.92,5.7,8.47,12.54,20.46,32.77,0.05,0,0,1,2,0,2
2019-03-06,16.64,17.46,1019.38,55.49,2065.2,17.1,7.18,14.94,31.49,61.55,84.61,172.87,371.67,0.95,0,3,3,1,0,0
2019-03-06,18.9,25.9,957.86,9.36,1522.6,4.7,6.12,9.81,15.8,29.59,41.49,96.78,133.07,0.828,0,1,1,1,0,0
2019-03-06,25.26,95.58,986.02,104.32,703.3,41.6,3.9,6.41,11.54,19.27,25.2,48.19,98.1,0.879,0,1,2,2,0,0
2019-03-08,6.31,88.42,977.86,90.36,633.2,14.8,4.26,9.25,15.21,26.42,31.83,63.41,108.3,0.95,0,1,1,2,0,0
2019-03-08,25.28,22.49,962.3,21.14,311.9,3.5,8.05,17.28,28.44,36.82,58.23,71.46,116.28,0.635,0,2,1,1,0,0
2019-03-08,30.09,94.48,943.26,23.07,1115.3,8.6,1.64,3.36,4.89,9.03,15.75,26.38,57.72,0.556,0,0,0,1,0,1
2019-03-08,39.34,60.46,943.13,149.13,758.7,25.8,0.08,0.12,0.21,0.23,0.34,0.8,1.39,0.05,8,0,0,3,2,3
2019-03-09,39.55,50.33,1009.42,57.91,1252.5,3.6,0.25,0.57,1.06,1.67,2.23,3.37,5.11,0.05,2,0,0,0,1,3
2019-03-10,23.49,57.77,1013.86,4.2,130.5,32.0,2.71,3.33,6.08,11.99,17.72,32.14,64.23,0.482,0,1,1,0,0,1
2019-03-10,10.04,33.88,970.48,51.15,809.0,33.7,2.69,4.4,6.33,12.55,15.98,30.38,44.15,0.363,0,0,1,1,0,1
2019-03-10,22.39,83.16,1003.6,109.63,2402.5,13.0,7.99,12.8,28.09,52.15,62.48,75.63,150.49,0.95,0,2,2,2,0,0
2019-03-11,17.72,64.07,1021.77,80.11,307.1,19.6,10.34,22.64,29.84,56.01,64.88,93.8,196.44,0.95,0,2,2,1,0,0
2019-03-11,45.62,60.92,1029.06,152.91,898.0,32.2,0.64,0.87,1.16,1.77,2.99,4.03,7.98,0.05,9,0,0,1,3,3
2019-03-12,20.85,47.15,988.82,103.2,1183.8,24.6,9.82,20.91,29.65,43.32,71.14,127.13,221.68,0.95,0,2,2,2,0,0
2019-03-14,20.86,25.45,961.63,117.23,142.3,25.6,0.33,0.81,1.06,1.25,2.01,3.96,6.35,0.05,0,0,0,2,0,2
2019-03-14,9.6,15.51,1018.64,91.47,1725.6,9.8,1.28,2.55,4.48,7.6,11.31,19.71,31.91,0.194,0,0,0,1,0,1
2019-03-14,14.36,59.97,955.42,98.06,58.9,9.6,0.47,1.15,1.87,3.43,4.76,10.01,21.09,0.297,0,1,0,2,0,1
2019-03-15,33.23,51.01,996.21,25.68,167.5,39.8,0.62,1.11,1.88,2.73,3.82,5.27,7.35,0.05,0,0,1,0,0,3
2019-03-16,19.25,11.62,1017.39,40.98,1446.5,35.7,0.54,1.15,1.93,3.5,5.25,12.87,17.11,0.05,0,0,1,0,0,2
2019-03-16,26.53,15.29,954.11,8.02,1884.2,23.3,6.57,16.4,27.05,48.75,79.76,127.45,173.09,0.95,0,2,2,1,0,0
2019-03-16,39.0,45.53,997.7,52.85,1513.6,11.6,8.34,15.38,28.02,45.58,69.22,157.92,252.8,0.95,2,2,2,1,1,0
2019-03-17,22.68,79.5,958.79,143.93,573.8,15.4,4.57,6.78,13.2,19.88,23.94,48.71,90.86,0.776,0,1,1,3,0,0
2019-03-17,45.19,46.89,1002.87,94.72,101.5,45.3,2.57,4.59,7.99,13.83,18.58,29.06,47.83,0.101,8,1,1,1,3,3
2019-03-18,32.74,56.07,999.79,141.04,1588.5,20.7,1.07,1.59,2.32,3.33,5.03,6.85,13.54,0.05,0,0,0,2,0,2
2019-03-18,40.69,66.2,965.14,70.84,1580.4,17.1,4.86,7.27,12.68,22.98,33.76,47.57,99.72,0.589,9,1,1,2,3,1
2019-03-18,30.99,14.32,953.11,82.34,252.8,2.0,0.49,0.86,1.42,2.68,4.15,9.53,15.25,0.05,0,0,0,2,0,2
2019-03-18,44.79,87.91,997.49,46.11,1466.2,31.3,0.72,1.77,2.49,4.54,7.84,18.16,27.57,0.176,3,0,1,1,2,3
2019-03-18,47.83,10.73,978.47,24.41,967.8,42.2,1.04,1.53,2.92,4.48,7.61,15.86,20.14,0.05,7,0,1,1,3,3
2019-03-19,32.14,45.12,964.41,36.51,68.7,2.3,0.14,0.23,0.4,0.67,0.76,1.03,1.72,0.05,0,0,0,1,0,3
2019-03-19,22.2,47.21,1027.45,35.8,1028.0,20.1,1.53,2.4,3.99,6.51,8.06,13.23,25.56,0.184,0,0,0,0,0,2
2019-03-19,32.48,19.95,1005.0,94.1,2450.7,37.5,0.58,0.96,1.67,2.9,3.33,7.3,12.05,0.05,0,0,1,1,0,2
2019-03-19,22.14,47.59,982.03,80.83,1675.4,25.5,0.39,0.81,1.62,1.93,2.51,5.77,8.08,0.07,0,0,0,1,0,2
2019-03-20,40.0,94.03,956.94,122.83,311.5,49.3,1.92,4.17,7.57,8.52,9.69,13.34,18.74,0.195,7,0,1,2,3,3
2019-03-20,7.67,54.27,942.25,93.89,938.3,34.2,3.08,6.23,9.37,16.07,26.32,35.98,76.62,0.705,0,1,1,2,0,0
2019-03-20,38.34,45.4,987.74,45.54,1470.1,43.2,3.91,6.77,8.22,13.92,20.06,44.52,83.59,0.401,4,0,1,1,1,1
2019-03-21,16.56,76.05,1002.9,96.56,1345.8,29.9,2.04,2.52,4.3,4.83,8.43,14.66,27.46,0.398,0,0,1,1,0,1
2019-03-22,43.38,14.71,993.66,70.21,1922.8,39.2,3.04,4.07,4.88,8.04,10.18,24.31,30.0,0.05,2,0,1,1,1,3
2019-03-22,45.12,57.68,1003.65,159.44,653.4,22.2,2.65,6.31,11.18,16.28,18.39,26.18,37.9,0.09,2,0,0,2,2,3
2019-03-23,46.14,49.61,1019.31,10.14,2082.8,16.2,3.57,7.51,15.47,25.84,36.61,53.52,104.4,0.483,3,1,1,0,2,2
2019-03-23,17.0,48.88,947.96,146.23,2392.2,48.8,3.0,6.64,14.45,19.91,24.7,50.95,109.55,0.805,0,1,2,3,0,0
2019-03-23,30.74,72.03,1007.99,146.79,1635.1,23.0,1.08,1.42,2.01,3.68,6.34,8.65,11.72,0.131,0,0,0,2,0,2
2019-03-23,19.03,69.5,995.99,93.78,2227.1,4.1,8.91,15.4,30.28,58.4,77.47,113.35,185.77,0.95,0,2,2,2,0,0
2019-03-23,24.27,67.14,984.2,109.36,889.0,30.0,0.23,0.48,0.69,1.27,2.22,4.04,6.17,0.134,0,0,0,2,0,2
2019-03-24,23.88,31.43,1023.09,146.63,2429.1,13.2,12.39,25.64,50.9,66.97,119.61,154.82,312.74,0.95,0,3,3,2,0,0
2019-03-24,30.07,67.9,1016.3,76.89,318.5,45.3,5.25,10.46,15.95,21.98,39.51,91.61,167.63,0.95,0,2,3,1,0,0
2019-03-24,10.37,68.83,963.59,32.09,1241.2,35.5,2.18,4.06,5.02,7.54,12.29,26.52,46.65,0.551,0,0,1,1,0,1
2019-03-25,21.33,16.19,992.8,74.6,1036.0,25.7,4.7,11.27,24.53,39.64,70.25,150.47,206.3,0.95,0,2,3,1,0,0
2019-03-25,23.11,84.84,976.17,140.35,1287.1,43.1,0.28,0.57,1.09,1.55,2.23,3.07,5.27,0.228,0,0,1,2,0,2
2019-03-26,22.49,60.71,948.11,25.41,654.1,47.3,8.76,19.13,34.63,67.79,121.23,181.43,286.28,0.95,0,3,3,2,0,0
2019-03-26,33.94,62.27,1023.18,69.11,449.8,46.4,0.16,0.32,0.63,1.1,1.94,2.84,4.87,0.05,0,0,1,0,0,3
2019-03-27,45.36,84.09,943.52,114.62,1177.0,26.4,0.46,0.87,1.36,1.55,2.46,4.22,6.46,0.05,4,0,0,2,3,3
2019-03-28,34.02,86.09,956.45,157.48,1834.7,0.7,2.72,3.91,6.03,7.93,8.89,11.06,19.93,0.223,0,0,0,3,1,2
2019-03-28,11.68,45.36,970.61,37.68,1423.8,34.0,4.47,10.11,19.86,38.69,52.21,70.38,150.92,0.95,0,2,2,1,0,0
2019-03-29,10.59,70.39,990.11,52.04,106.5,33.0,6.13,10.75,20.89,24.51,39.18,76.41,119.46,0.95,0,2,2,1,0,0
2019-03-30,32.96,68.24,942.5,40.6,2391.7,47.7,3.26,4.78,9.63,15.73,18.54,25.96,49.51,0.342,0,0,1,2,0,2
2019-03-31,11.02,24.1,1008.71,12.84,1074.6,32.8,1.58,2.65,5.07,6.96,9.7,18.58,27.3,0.192,0,0,1,0,0,2
2019-03-31,46.86,21.8,1029.64,28.35,60.6,40.0,1.34,2.35,4.49,6.84,9.2,19.74,32.97,0.05,7,1,1,0,3,3
2019-03-31,45.95,45.03,973.02,12.05,1185.6,47.6,0.98,2.06,3.35,4.25,7.62,16.05,34.98,0.05,2,0,1,1,2,3
2019-03-31,33.27,89.24,1028.58,26.9,557.1,4.0,1.04,1.95,2.77,4.56,6.97,9.73,18.32,0.236,0,0,0,0,1,2
2019-03-31,22.26,55.32,1015.59,2.43,713.3,28.9,0.35,0.75,1.37,2.72,3.41,6.96,14.12,0.148,0,0,0,0,0,2
2019-04-01,41.76,74.94,1022.83,97.0,2028.2,34.1,11.25,16.67,29.39,50.81,56.82,138.08,259.08,0.95,3,2,3,1,2,0
2019-04-01,27.77,22.21,985.92,26.28,2103.0,38.6,4.5,9.17,18.74,21.13,28.05,51.32,75.83,0.339,0,0,1,1,0,1
2019-04-02,46.05,48.91,1006.12,87.24,605.5,22.4,2.57,6.33,9.8,17.03,23.79,35.62,53.27,0.139,3,0,1,1,2,3
2019-04-02,12.22,58.81,942.68,156.47,1634.1,25.3,3.81,7.05,12.76,22.32,27.26,52.53,63.38,0.594,0,1,1,3,0,1
2019-04-02,29.3,14.03,1025.59,10.08,1522.9,1.0,5.19,12.0,17.76,23.29,33.93,78.24,147.5,0.761,0,1,1,0,0,0
2019-04-03,44.34,43.0,1022.7,6.43,1644.3,40.5,9.91,18.51,28.02,51.1,87.15,210.98,417.94,0.95,7,3,3,0,3,0
2019-04-03,22.48,65.13,970.68,50.78,2335.1,14.8,9.94,23.17,35.61,64.41,73.26,169.85,356.57,0.95,0,3,2,1,0,0
2019-04-04,32.16,15.85,945.13,110.57,1446.0,25.7,5.46,12.9,25.96,44.54,76.17,115.26,140.01,0.691,0,2,2,3,0,0
2019-04-04,47.6,27.0,1028.12,140.81,1625.3,43.2,0.04,0.08,0.15,0.26,0.36,0.88,1.46,0.05,8,0,1,1,3,3
2019-04-04,13.77,34.58,1008.43,156.45,2171.8,47.7,3.3,7.84,17.2,28.55,46.87,85.75,120.37,0.838,0,1,3,2,0,0
2019-04-05,36.33,27.7,976.74,114.58,2128.1,46.7,1.21,1.63,2.74,5.04,6.96,17.17,22.34,0.05,3,0,1,2,1,3
2019-04-05,36.05,32.03,1007.19,134.79,2227.7,9.0,2.35,4.63,7.21,12.3,18.86,38.92,75.32,0.302,7,0,0,2,2,2
2019-04-05,37.47,21.52,974.73,78.21,831.5,1.8,2.86,3.52,6.75,7.77,12.39,16.04,26.1,0.05,4,0,0,1,1,3
2019-04-06,42.24,76.67,987.07,3.12,964.8,22.5,0.13,0.18,0.34,0.48,0.78,1.78,2.64,0.05,4,0,0,0,2,3
2019-04-06,41.94,63.13,966.89,70.01,293.2,29.1,1.63,2.13,3.08,3.82,4.79,7.14,10.86,0.05,8,0,0,1,3,3
2019-04-06,42.7,30.91,1024.17,54.09,1716.0,12.0,0.84,1.4,2.59,4.37,7.3,12.65,16.51,0.05,4,0,0,0,2,3
2019-04-06,31.99,35.25,1003.56,57.18,727.8,6.8,0.7,1.23,2.38,3.31,5.87,8.61,11.8,0.05,0,0,0,1,0,2
2019-04-06,39.31,88.44,978.61,46.78,777.9,22.0,1.57,2.67,5.19,9.83,15.77,20.3,38.81,0.308,6,0,1,1,2,2
2019-04-06,34.77,47.73,952.27,55.04,111.0,27.8,1.23,2.45,3.26,4.96,6.03,14.91,30.55,0.095,0,0,0,1,0,2
2019-04-07,10.51,27.2,1025.31,119.7,1391.7,40.6,11.73,22.67,47.34,58.74,101.85,146.63,196.7,0.95,0,3,3,2,0,0
2019-04-07,39.22,27.54,975.02,115.12,918.8,3.8,8.73,13.65,26.44,48.86,66.43,146.6,189.29,0.95,8,2,2,2,2,0
2019-04-07,15.19,83.79,1008.37,2.07,2320.1,38.6,6.56,10.39,21.82,28.34,48.94,79.52,138.99,0.95,0,2,2,0,0,0
2019-04-07,30.69,11.81,947.68,80.09,2281.2,1.8,2.63,5.63,8.76,10.7,15.35,28.06,54.99,0.119,0,0,0,2,0,2
2019-04-07,5.46,16.41,991.95,31.53,1976.2,11.8,16.93,35.68,59.59,66.93,110.8,159.71,329.79,0.95,0,3,3,1,0,0
2019-04-08,18.03,61.38,986.17,35.74,1901.5,4.7,0.57,0.79,1.23,2.08,2.67,6.46,12.09,0.207,0,0,0,1,0,2
2019-04-08,35.2,64.46,979.42,151.86,729.6,45.1,0.17,0.3,0.47,0.75,1.34,3.16,6.63,0.05,2,0,1,2,1,3
2019-04-09,12.93,64.57,945.1,87.0,1136.1,43.9,0.01,0.02,0.03,0.05,0.08,0.11,0.21,0.195,0,0,1,2,0,2
2019-04-09,27.69,60.98,968.54,122.15,691.0,48.7,1.1,2.45,4.17,5.59,8.6,10.35,14.88,0.127,0,0,1,2,0,2
2019-04-09,36.85,55.08,973.43,126.05,1143.9,14.4,0.71,0.99,1.84,2.03,2.68,5.27,10.16,0.05,1,0,0,2,1,3
2019-04-09,42.81,87.36,991.79,6.26,2066.4,11.9,10.22,15.56,29.51,38.9,54.5,109.42,149.11,0.95,7,2,2,0,3,0
2019-04-09,41.69,77.6,1012.48,132.29,1633.7,38.6,0.82,1.88,2.63,4.15,5.11,8.43,12.35,0.053,3,0,1,1,2,3
2019-04-10,5.22,29.9,1013.23,17.05,863.7,9.5,2.55,3.17,5.82,11.36,13.82,33.48,46.27,0.406,0,0,0,0,0,1
2019-04-10,46.53,30.78,1024.69,3.36,809.1,11.7,0.93,1.4,2.05,3.48,5.59,11.32,17.27,0.05,1,0,0,0,2,3
2019-04-10,12.99,68.92,958.34,93.69,1708.4,23.3,15.37,23.78,43.81,78.97,113.18,146.99,182.98,0.95,0,3,3,2,0,0
2019-04-12,33.71,91.83,996.69,58.65,1652.2,6.7,4.96,7.88,11.19,16.52,25.39,39.89,55.15,0.49,0,0,1,1,1,1
2019-04-12,23.38,65.74,997.54,23.0,25.6,45.7,8.94,12.42,23.35,40.35,57.3,102.48,205.61,0.95,0,3,3,1,0,0
2019-04-12,18.57,76.07,946.91,63.32,2167.4,43.3,1.43,2.17,4.68,9.14,14.96,29.8,53.03,0.548,0,0,1,2,0,1
